event_id,project_id,name,event_date,location,description
2047,151,Community Health Fair,2020-07-06,"University Auditorium, Almaty","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2048,282,Legal Aid Clinic,2024-01-18,"Public Park, Aktau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2049,206,Volunteer Orientation,2024-07-26,"Community Center, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2050,270,Agricultural Training,2020-02-26,"Sports Complex, Oskemen","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2051,2,Anti-Trafficking Campaign,2020-08-07,"University Auditorium, Karaganda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2052,208,Family Planning Seminar,2021-07-18,"Conference Hall, Kostanay","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2053,124,Skills Training Session,2022-01-11,"Public Park, Aktobe","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2054,230,Fundraising Gala,2024-06-23,"Community Center, Oskemen","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2055,271,Mental Health Workshop,2024-06-15,"City Hall, Kostanay","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2056,217,Technology Workshop,2022-05-15,"Community Center, Kyzylorda","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2057,257,Cultural Festival,2020-04-24,"Sports Complex, Pavlodar","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2058,227,Educational Seminar,2023-05-17,"Community Center, Kyzylorda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2059,227,Community Health Fair,2023-04-25,"Conference Hall, Oral","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2060,19,Agricultural Training,2024-09-21,"City Hall, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2061,99,Financial Literacy Seminar,2020-05-02,"Community Center, Aktau","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2062,14,Environmental Film Screening,2024-01-01,"Cultural Center, Karaganda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2063,56,Volunteer Orientation,2024-05-14,"Public Park, Petropavl","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2064,209,Women's Empowerment Conference,2023-02-10,"City Hall, Petropavl","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2065,183,Book Donation Drive,2022-06-19,"Convention Center, Kyzylorda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2066,93,Medical Screening Camp,2022-11-20,"Conference Hall, Oral","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2067,114,Cultural Festival,2023-08-15,"Cultural Center, Almaty","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2068,132,Legal Aid Clinic,2021-11-18,"NGO Office, Kyzylorda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2069,175,Community Health Fair,2021-01-06,"NGO Office, Aktau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2070,287,Book Donation Drive,2021-04-02,"Cultural Center, Pavlodar","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2071,190,Sports Tournament,2023-04-04,"Town Square, Karaganda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2072,47,Blood Donation Drive,2021-12-20,"Cultural Center, Petropavl","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2073,15,Senior Citizens Social,2024-04-24,"NGO Office, Aktau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2074,257,Fundraising Gala,2023-06-10,"Convention Center, Atyrau","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2075,234,Community Health Fair,2021-12-06,"Public Park, Kyzylorda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2076,226,Educational Seminar,2023-11-22,"Conference Hall, Taraz","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2077,22,Public Health Lecture,2020-12-08,"Community Center, Kostanay","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2078,209,Medical Screening Camp,2023-12-25,"Convention Center, Aktau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2079,122,Book Donation Drive,2023-10-18,"Community Center, Shymkent","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2080,296,Medical Screening Camp,2022-12-03,"NGO Office, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2081,12,Renewable Energy Exhibition,2024-08-09,"Sports Complex, Aktobe","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2082,45,Disaster Preparedness Drill,2022-07-24,"Conference Hall, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2083,35,Art Exhibition,2021-05-17,"Cultural Center, Oskemen","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2084,294,Fundraising Gala,2024-12-18,"City Hall, Petropavl","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2085,292,Youth Leadership Summit,2020-07-12,"NGO Office, Astana","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2086,72,Sports Tournament,2022-02-05,"Cultural Center, Karaganda","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2087,225,Community Health Fair,2023-12-12,"Conference Hall, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2088,292,Vaccination Campaign,2023-01-04,"Town Square, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2089,290,Legal Aid Clinic,2023-09-07,"Community Center, Semey","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2090,26,Voter Registration Drive,2023-10-04,"Conference Hall, Semey","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2091,299,Agricultural Training,2021-11-23,"Cultural Center, Oral","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2092,3,Public Health Lecture,2023-08-06,"Community Center, Aktau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2093,104,Cooking Class,2024-08-05,"Conference Hall, Aktobe","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2094,27,Mental Health Workshop,2021-01-19,"Conference Hall, Kostanay","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2095,110,Tree Planting Campaign,2024-12-22,"Community Center, Kyzylorda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2096,300,Sports Tournament,2022-07-14,"Sports Complex, Kostanay","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2097,159,School Supply Distribution,2022-02-21,"Public Park, Karaganda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2098,56,Charity Concert,2023-01-01,"Convention Center, Shymkent","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2099,295,Sports Tournament,2023-12-28,"NGO Office, Atyrau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2100,214,Family Planning Seminar,2024-08-21,"Public Park, Karaganda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2101,53,Children's Day Celebration,2020-03-14,"Cultural Center, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2102,100,Volunteer Orientation,2020-03-17,"Cultural Center, Astana","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2103,76,Public Health Lecture,2024-11-24,"Public Park, Oral","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2104,89,School Supply Distribution,2024-09-24,"Conference Hall, Oral","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2105,167,Legal Aid Clinic,2020-12-22,"University Auditorium, Shymkent","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2106,262,Children's Day Celebration,2021-02-04,"Public Park, Taraz","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2107,238,Fundraising Gala,2020-09-12,"NGO Office, Oskemen","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2108,220,Family Planning Seminar,2020-04-10,"Cultural Center, Kyzylorda","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2109,259,Food Distribution,2022-04-06,"NGO Office, Oskemen","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2110,15,Charity Concert,2023-07-13,"University Auditorium, Pavlodar","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2111,284,Renewable Energy Exhibition,2023-03-28,"City Hall, Aktau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2112,288,Anti-Trafficking Campaign,2020-01-23,"City Hall, Pavlodar","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2113,94,Medical Screening Camp,2021-05-11,"City Hall, Petropavl","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2114,56,Art Exhibition,2022-12-11,"Town Square, Taraz","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2115,39,School Supply Distribution,2023-10-21,"Cultural Center, Aktobe","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2116,113,Environmental Film Screening,2021-03-04,"University Auditorium, Pavlodar","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2117,188,Financial Literacy Seminar,2024-06-20,"Conference Hall, Almaty","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2118,168,Book Donation Drive,2022-09-06,"Town Square, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2119,237,Skills Training Session,2023-03-19,"Community Center, Atyrau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2120,298,Fundraising Gala,2020-12-24,"Cultural Center, Oskemen","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2121,214,Fundraising Gala,2023-02-21,"Sports Complex, Almaty","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2122,172,Fundraising Gala,2020-10-27,"Public Park, Semey","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2123,72,Mental Health Workshop,2022-02-17,"Cultural Center, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2124,71,Community Health Fair,2024-10-06,"Public Park, Semey","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2125,139,Environmental Film Screening,2020-08-16,"Town Square, Karaganda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2126,291,Career Fair,2022-06-13,"Conference Hall, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2127,160,Environmental Clean-Up,2022-06-16,"Town Square, Almaty","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2128,117,Sports Tournament,2021-06-22,"Sports Complex, Oral","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2129,96,Voter Registration Drive,2024-02-23,"University Auditorium, Petropavl","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2130,211,Food Distribution,2020-10-04,"Sports Complex, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2131,35,Food Distribution,2021-07-20,"Sports Complex, Aktobe","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2132,275,Renewable Energy Exhibition,2024-09-11,"Public Park, Pavlodar","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2133,168,Food Distribution,2020-02-13,"Town Square, Oskemen","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2134,89,Book Donation Drive,2023-12-25,"NGO Office, Almaty","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2135,225,Scholarship Award Ceremony,2024-12-02,"Sports Complex, Aktau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2136,81,Career Fair,2024-03-22,"Town Square, Aktau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2137,235,Financial Literacy Seminar,2024-12-06,"University Auditorium, Oskemen","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2138,73,Legal Aid Clinic,2022-01-22,"Public Park, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2139,122,Art Exhibition,2021-02-03,"Conference Hall, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2140,189,Community Health Fair,2022-02-04,"Conference Hall, Almaty","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2141,68,Entrepreneurship Workshop,2023-05-06,"University Auditorium, Taraz","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2142,110,First Aid Training,2023-08-02,"Public Park, Astana","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2143,87,Environmental Clean-Up,2021-06-24,"Community Center, Aktobe","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2144,22,Town Hall Meeting,2020-05-24,"Community Center, Aktobe","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2145,13,Renewable Energy Exhibition,2021-02-20,"Town Square, Taraz","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2146,237,Children's Day Celebration,2023-05-25,"Public Park, Semey","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2147,67,Children's Day Celebration,2021-12-26,"Community Center, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2148,218,Agricultural Training,2022-10-09,"Community Center, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2149,182,Educational Seminar,2021-09-02,"City Hall, Atyrau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2150,142,First Aid Training,2020-11-14,"Cultural Center, Karaganda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2151,236,First Aid Training,2024-03-28,"Convention Center, Kyzylorda","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2152,166,Renewable Energy Exhibition,2022-03-03,"Public Park, Atyrau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2153,16,Career Fair,2022-04-21,"NGO Office, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2154,26,Disaster Preparedness Drill,2024-04-13,"Community Center, Oskemen","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2155,73,Skills Training Session,2021-12-19,"Community Center, Aktobe","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2156,41,Children's Day Celebration,2020-08-14,"Sports Complex, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2157,20,Vaccination Campaign,2022-11-22,"University Auditorium, Taraz","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2158,91,Scholarship Award Ceremony,2022-07-28,"Public Park, Karaganda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2159,37,Voter Registration Drive,2023-10-01,"University Auditorium, Taraz","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2160,268,Community Health Fair,2020-01-14,"NGO Office, Petropavl","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2161,77,Food Distribution,2023-05-04,"Convention Center, Oskemen","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2162,109,Career Fair,2022-05-12,"Town Square, Kyzylorda","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2163,202,Skills Training Session,2023-12-18,"Public Park, Oral","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2164,69,Art Exhibition,2022-08-19,"NGO Office, Oskemen","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2165,75,Agricultural Training,2021-01-16,"University Auditorium, Oral","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2166,140,Educational Seminar,2023-09-28,"Cultural Center, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2167,148,Educational Seminar,2021-07-01,"Convention Center, Taraz","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2168,89,Scholarship Award Ceremony,2021-08-27,"University Auditorium, Oral","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2169,230,Financial Literacy Seminar,2023-10-09,"City Hall, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2170,283,Disaster Preparedness Drill,2020-11-19,"Town Square, Kyzylorda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2171,159,Environmental Clean-Up,2021-09-22,"City Hall, Aktobe","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2172,77,Youth Leadership Summit,2020-10-08,"Community Center, Oral","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2173,37,Career Fair,2022-12-10,"Convention Center, Astana","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2174,81,Book Donation Drive,2023-02-26,"Conference Hall, Atyrau","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2175,263,Tree Planting Campaign,2024-03-09,"Sports Complex, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2176,266,First Aid Training,2023-01-21,"Town Square, Karaganda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2177,165,Vaccination Campaign,2020-09-16,"Public Park, Aktau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2178,227,Medical Screening Camp,2022-06-12,"Community Center, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2179,49,Food Distribution,2021-01-08,"Sports Complex, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2180,191,Scholarship Award Ceremony,2022-04-10,"University Auditorium, Kyzylorda","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2181,119,Town Hall Meeting,2022-03-25,"University Auditorium, Aktobe","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2182,244,Sports Tournament,2020-05-27,"Convention Center, Taraz","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2183,226,Vaccination Campaign,2023-09-09,"Town Square, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2184,172,Mental Health Workshop,2022-05-23,"Town Square, Kyzylorda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2185,77,Public Health Lecture,2021-04-14,"NGO Office, Aktau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2186,244,Volunteer Orientation,2020-10-07,"University Auditorium, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2187,59,Environmental Film Screening,2022-02-28,"Public Park, Pavlodar","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2188,292,First Aid Training,2020-05-25,"Convention Center, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2189,60,Community Health Fair,2022-03-04,"Cultural Center, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2190,229,Educational Seminar,2021-05-07,"Convention Center, Astana","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2191,105,Career Fair,2022-11-25,"Community Center, Atyrau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2192,284,Book Donation Drive,2024-04-18,"Cultural Center, Almaty","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2193,2,Art Exhibition,2021-01-23,"Town Square, Aktau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2194,178,Cultural Festival,2021-06-13,"Public Park, Semey","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2195,133,Career Fair,2022-09-04,"City Hall, Almaty","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2196,212,Charity Concert,2023-12-11,"NGO Office, Astana","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2197,262,Town Hall Meeting,2020-03-24,"Public Park, Karaganda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2198,13,Volunteer Orientation,2023-09-27,"University Auditorium, Pavlodar","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2199,228,Renewable Energy Exhibition,2022-07-05,"City Hall, Shymkent","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2200,136,Vaccination Campaign,2021-09-15,"Town Square, Petropavl","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2201,88,Educational Seminar,2024-08-23,"Cultural Center, Atyrau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2202,49,Medical Screening Camp,2021-07-01,"Cultural Center, Kyzylorda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2203,284,Environmental Clean-Up,2021-03-19,"University Auditorium, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2204,173,Skills Training Session,2022-08-18,"Cultural Center, Kostanay","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2205,91,Cooking Class,2024-04-27,"Sports Complex, Petropavl","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2206,158,Charity Concert,2024-11-20,"University Auditorium, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2207,109,Environmental Film Screening,2023-03-16,"Cultural Center, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2208,156,Anti-Trafficking Campaign,2020-07-08,"Convention Center, Semey","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2209,73,Fundraising Gala,2021-01-16,"Conference Hall, Astana","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2210,86,Cooking Class,2021-03-09,"Cultural Center, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2211,182,Career Fair,2023-08-03,"University Auditorium, Karaganda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2212,82,Medical Screening Camp,2024-04-17,"Cultural Center, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2213,243,Environmental Film Screening,2022-12-09,"City Hall, Aktobe","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2214,208,Renewable Energy Exhibition,2021-11-19,"NGO Office, Oral","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2215,42,School Supply Distribution,2021-03-09,"Public Park, Atyrau","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2216,127,Vaccination Campaign,2021-05-10,"Sports Complex, Oral","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2217,223,Medical Screening Camp,2023-10-12,"Convention Center, Semey","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2218,81,Entrepreneurship Workshop,2020-04-03,"Convention Center, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2219,223,Medical Screening Camp,2023-11-14,"Public Park, Aktobe","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2220,238,Disaster Preparedness Drill,2020-11-08,"Sports Complex, Aktau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2221,34,Book Donation Drive,2023-09-09,"Cultural Center, Karaganda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2222,42,Renewable Energy Exhibition,2023-11-19,"Cultural Center, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2223,221,Community Health Fair,2024-10-22,"Public Park, Oral","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2224,188,Charity Concert,2023-02-15,"NGO Office, Kostanay","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2225,295,Art Exhibition,2021-09-19,"Sports Complex, Pavlodar","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2226,77,Cultural Festival,2020-07-18,"Sports Complex, Taraz","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2227,293,Medical Screening Camp,2022-08-14,"Town Square, Astana","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2228,90,Voter Registration Drive,2021-02-18,"City Hall, Kostanay","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2229,277,Voter Registration Drive,2022-03-18,"City Hall, Kyzylorda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2230,136,Educational Seminar,2022-09-09,"City Hall, Karaganda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2231,281,Senior Citizens Social,2020-06-14,"Conference Hall, Aktobe","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2232,156,Legal Aid Clinic,2024-11-10,"City Hall, Astana","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2233,79,Renewable Energy Exhibition,2024-01-13,"Public Park, Kyzylorda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2234,25,Renewable Energy Exhibition,2023-08-10,"Cultural Center, Atyrau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2235,207,Cooking Class,2022-06-18,"NGO Office, Kostanay","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2236,243,Children's Day Celebration,2024-12-02,"Community Center, Pavlodar","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2237,68,Agricultural Training,2022-08-21,"NGO Office, Kyzylorda","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2238,206,Women's Empowerment Conference,2020-09-22,"Cultural Center, Semey","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2239,113,Vaccination Campaign,2024-05-16,"Town Square, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2240,187,Fundraising Gala,2024-12-01,"NGO Office, Petropavl","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2241,97,Town Hall Meeting,2021-06-10,"Town Square, Kyzylorda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2242,66,Cultural Festival,2024-04-02,"Conference Hall, Aktobe","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2243,39,Tree Planting Campaign,2020-10-19,"University Auditorium, Oskemen","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2244,120,Public Health Lecture,2021-10-24,"Community Center, Kyzylorda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2245,144,Career Fair,2022-01-09,"City Hall, Pavlodar","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2246,87,Medical Screening Camp,2020-10-10,"Convention Center, Kyzylorda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2247,53,Voter Registration Drive,2021-06-06,"Town Square, Pavlodar","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2248,268,Renewable Energy Exhibition,2021-01-07,"City Hall, Oskemen","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2249,67,Voter Registration Drive,2021-03-08,"Convention Center, Pavlodar","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2250,152,First Aid Training,2024-09-28,"Town Square, Petropavl","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2251,60,Agricultural Training,2022-10-15,"Town Square, Karaganda","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
